Score,Computation Time,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
52.0,1772056984.7475064,10,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
55.0,1772056984.7552426,20,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
59.0,1772056984.7641783,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
59.0,1772056984.7746701,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
58.0,1772056984.790057,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
67.0,1772056984.802805,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
72.0,1772056984.813873,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
50.0,1772056984.8167877,10,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
58.0,1772056984.9156623,20,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
63.0,1772056985.0156252,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
64.0,1772056985.1122148,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
67.0,1772056985.2208443,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
77.0,1772056985.3319778,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
78.0,1772056985.4342153,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
57.0,1772056984.866583,10,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
62.0,1772056985.0496402,20,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
64.0,1772056985.2956328,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
66.0,1772056985.5939507,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
68.0,1772056985.938393,50,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
76.0,1772056986.4462423,75,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
84.0,1772056987.115393,100,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
60.0,1772056984.9484346,10,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
60.0,1772056985.2436538,20,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
68.0,1772056985.5843139,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
70.0,1772056985.9808793,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
76.0,1772056986.4732065,50,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
80.0,1772056987.1396039,75,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
85.0,1772056987.97684,100,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
47.0,1772056990.0187862,10,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
53.0,1772056995.1872292,20,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
56.0,1772057001.5200405,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
61.0,1772057008.2356775,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
61.0,1772057014.1632671,50,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
67.0,1772057020.6179926,75,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
70.0,1772057027.7076807,100,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
64.0,1772056989.6608107,10,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
54.0,1772056994.8769324,20,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
60.0,1772057000.8195007,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
63.0,1772057007.3224394,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
66.0,1772057013.1531754,50,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
75.0,1772057019.1202974,75,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
79.0,1772057025.787093,100,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
59.0,1772056984.6841316,10,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
54.0,1772056984.693361,20,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
56.0,1772056984.700976,30,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
57.0,1772056984.7109277,40,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
60.0,1772056984.7221923,50,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
72.0,1772056984.7287316,75,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
75.0,1772056984.735517,100,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
47.0,1772056984.8013737,10,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
63.0,1772056984.9046977,20,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
64.0,1772056985.0145996,30,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
68.0,1772056985.1164773,40,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
73.0,1772056985.217417,50,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
81.0,1772056985.3231137,75,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
77.0,1772056985.4190683,100,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
55.0,1772056984.8944817,10,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
54.0,1772056985.1464021,20,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
61.0,1772056985.4665542,30,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
65.0,1772056985.8360107,40,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
71.0,1772056986.3292608,50,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
78.0,1772056987.0193377,75,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
84.0,1772056987.918632,100,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
61.0,1772056984.9876552,10,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
63.0,1772056985.3198795,20,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,1772056985.7280538,30,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
70.0,1772056986.2292373,40,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
73.0,1772056986.807738,50,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
84.0,1772056987.5903578,75,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
88.0,1772056988.5889902,100,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
51.0,1772056992.215741,10,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772057001.2086914,20,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
56.0,1772057010.203909,30,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
60.0,1772057018.8672976,40,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
61.0,1772057028.7507894,50,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
71.0,1772057039.4981608,75,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
72.0,1772057048.2172186,100,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
64.0,1772056992.4382954,10,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
59.0,1772057001.4060042,20,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,1772057010.5946708,30,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
68.0,1772057019.4400563,40,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
72.0,1772057029.4878955,50,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
75.0,1772057040.285317,75,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
82.0,1772057049.113101,100,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
54.0,1772056984.755517,10,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
54.0,1772056984.7625751,20,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
55.0,1772056984.7696056,30,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
61.0,1772056984.7788196,40,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
63.0,1772056984.7897074,50,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
67.0,1772056984.799893,75,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
74.0,1772056984.8081343,100,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
51.0,1772056985.0092578,10,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
58.0,1772056985.1048827,20,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
65.0,1772056985.2026436,30,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
70.0,1772056985.308042,40,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
75.0,1772056985.400248,50,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
80.0,1772056985.4884288,75,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
82.0,1772056985.5886965,100,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
58.0,1772056985.8533459,10,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
59.0,1772056985.8617592,20,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
57.0,1772056985.869527,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
62.0,1772056985.8780868,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
65.0,1772056985.8890772,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
75.0,1772056985.8996124,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
82.0,1772056985.9088848,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
62.0,1772056986.021555,10,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
61.0,1772056986.1163552,20,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,1772056986.2192268,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
68.0,1772056986.3225584,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
73.0,1772056986.4159775,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
84.0,1772056986.5177133,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
90.0,1772056986.6244197,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
54.0,1772056992.4019563,10,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
52.0,1772056992.4120073,20,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
57.0,1772056992.424358,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
59.0,1772056992.435869,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
59.0,1772056992.445739,50,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
65.0,1772056992.4549558,75,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
72.0,1772056992.464239,100,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
54.0,1772056992.8823767,10,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,1772056992.972888,20,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,1772056993.065599,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
68.0,1772056993.1653988,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
73.0,1772056993.2631612,50,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
81.0,1772056993.3674562,75,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
80.0,1772056993.4820533,100,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
98.0,1772056985.7292197,10,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.7469313,20,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.7623506,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.7825472,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.801148,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.8187172,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.836991,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056985.9723697,10,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,1772056986.0805073,20,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,1772056986.1865904,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,1772056986.3028157,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,1772056986.4069045,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,1772056986.5187764,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,1772056986.622108,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
97.0,1772056985.9903939,10,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.060018,20,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.1531167,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.2640896,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.4004924,50,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.5709174,75,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.793089,100,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.1531186,10,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056986.3269815,20,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056986.5222428,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056986.7100418,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056986.9255834,50,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056987.1991925,75,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056987.4851258,100,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056986.7844293,10,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.8880005,20,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056986.998632,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056987.132661,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056987.2929192,50,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056987.4823284,75,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056987.6973283,100,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
95.0,1772056986.8909457,10,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056987.071865,20,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056987.2710652,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056987.4939773,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056987.7441733,50,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056988.000233,75,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056988.3207033,100,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
90.0,1772056986.85128,10,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
94.0,1772056986.8670397,20,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056986.880238,30,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056986.894897,40,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056986.9088182,50,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056986.9233031,75,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056986.9369884,100,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
98.0,1772056987.0774825,10,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
98.0,1772056987.1767497,20,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
98.0,1772056987.2809486,30,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
98.0,1772056987.372791,40,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
98.0,1772056987.4673176,50,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
98.0,1772056987.5679948,75,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
98.0,1772056987.666484,100,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
87.0,1772056987.4460351,10,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
86.0,1772056987.551017,20,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
92.0,1772056987.692872,30,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
99.0,1772056987.8472679,40,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056988.0523925,50,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056988.3494656,75,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056988.7205381,100,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
99.0,1772056987.6658654,10,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056987.8439052,20,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056988.0754688,30,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056988.338317,40,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056988.6442566,50,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.0229032,75,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.4925015,100,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
92.0,1772056987.7933173,10,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
96.0,1772056987.912695,20,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
96.0,1772056988.0623605,30,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056988.2419777,40,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056988.4502294,50,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056988.7292783,75,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056989.0764093,100,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056987.8992074,10,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056988.1008153,20,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056988.3370047,30,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056988.6108642,40,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056988.9152942,50,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056989.2816448,75,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,1772056989.752484,100,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
85.0,1772056988.1439285,10,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
95.0,1772056988.150059,20,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
95.0,1772056988.1589718,30,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056988.1682053,40,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056988.1778705,50,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056988.1880252,75,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
100.0,1772056988.195144,100,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
66.0,1772056988.2543616,10,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
83.0,1772056988.3542378,20,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
91.0,1772056988.4369242,30,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
97.0,1772056988.5255592,40,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
97.0,1772056988.6204467,50,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
97.0,1772056988.7022793,75,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
97.0,1772056988.7954624,100,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
73.0,1772056989.0794132,10,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
91.0,1772056989.0907533,20,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056989.1004643,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056989.111005,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056989.1203048,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056989.1304326,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,1772056989.1427832,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
60.0,1772056989.3444045,10,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.4537914,20,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.5525792,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.6455102,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.7531948,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.8639379,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.0,1772056989.9768858,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
55.0,1772056989.6775653,10,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772056989.689509,20,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772056989.7049994,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772056989.720744,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772056989.7336483,50,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772056989.7445724,75,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
55.0,1772056989.753727,100,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
56.0,1772056989.877781,10,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
56.0,1772056989.9822588,20,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
56.0,1772056990.0870843,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
56.0,1772056990.196929,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
56.0,1772056990.3074224,50,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
56.0,1772056990.416296,75,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
56.0,1772056990.5343442,100,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
78.0,1772056988.9118593,10,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
83.0,1772056988.9258337,20,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
94.0,1772056988.9411278,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
94.0,1772056988.9548926,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
96.0,1772056988.9673302,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
96.0,1772056988.9793808,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
98.0,1772056988.994193,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
80.0,1772056989.1774096,10,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
89.0,1772056989.2835934,20,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
96.0,1772056989.401097,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
96.0,1772056989.5149543,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
94.0,1772056989.6323454,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
96.0,1772056989.7629912,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
97.0,1772056989.9018595,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
83.0,1772056989.2204213,10,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
86.0,1772056989.2946737,20,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
